date,title,artist,peakPos,lastPos,weeks,rank,change
2017-12-30,Go Legend,Big Sean & Metro Boomin Featuring Travis Scott,67,0,1,67,New,
2017-12-30,Humble.,Kendrick Lamar,1,50,37,47,3,
2017-12-30,Jocelyn Flores,XXXTENTACION,31,87,16,98,-11,
2017-12-30,Last Christmas,Wham!,41,0,3,44,Re-Entry,
2017-12-30,Pull Up N Wreck,Big Sean & Metro Boomin Featuring 21 Savage,80,0,2,80,Re-Entry,
2017-12-30,There's Nothing Holdin' Me Back,Shawn Mendes,6,46,34,48,-2,
2017-12-30,Unforgettable,Thomas Rhett,47,69,20,71,-2,
2017-12-30,Untouchable,Eminem,86,0,1,86,New,
2017-12-30,When It Rains It Pours,Luke Combs,33,65,20,68,-3,
2017-12-23,Ask Me How I Know,Garth Brooks,71,71,7,94,-23,
2017-12-23,Bella y Sensual,Romeo Santos Featuring Nicky Jam & Daddy Yankee,95,0,1,95,New,
2017-12-23,Congratulations,Post Malone Featuring Quavo,8,45,50,49,-4,
2017-12-23,Love So Soft,Kelly Clarkson,47,70,13,79,-9,
2017-12-23,Sauce It Up,Lil Uzi Vert,49,96,15,100,-4,
2017-12-23,Transportin',Kodak Black,46,87,16,92,-5,
2017-12-16,Do Re Mi,Blackbear,40,41,25,44,-3,
2017-12-16,Fix A Drink,Chris Janson,67,78,14,90,-12,
2017-12-16,Go Flex,Post Malone,76,91,11,95,-4,
2017-12-16,It's Everyday Bro,Jake Paul Featuring Team 10,91,0,2,91,Re-Entry,
2017-12-16,Perro Fiel,Shakira Featuring Nicky Jam,100,0,1,100,New,
2017-12-16,Praying,Kesha,22,26,21,35,-9,
2017-12-16,Rake It Up,Yo Gotti Featuring Nicki Minaj,8,27,22,34,-7,
2017-12-16,Slow Hands,Niall Horan,11,40,31,50,-10,
2017-12-16,Strip That Down,Liam Payne Featuring Quavo,10,36,28,41,-5,
2017-12-16,Total Eclipse Of The Heart,Chloe Kohanski,99,0,1,99,New,
2017-12-09,Awful Things,Lil Peep,79,0,1,79,New,
2017-12-09,Every Little Thing,Carly Pearce,50,72,17,84,-12,
2017-12-09,Glorious,Macklemore Featuring Skylar Grey,49,0,19,93,Re-Entry,
2017-12-09,Questions,Chris Brown,78,91,13,94,-3,
2017-12-09,Relationship,Young Thug Featuring Future,65,86,14,81,5,
2017-12-09,The Rest Of Our Life,Tim McGraw & Faith Hill,98,0,1,98,New,
2017-12-02,Call It What You Want,Taylor Swift,27,27,2,73,-46,
2017-12-02,Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,45,51,21,50,1,
2017-12-02,Gorgeous,Taylor Swift,13,85,4,89,-4,
2017-12-02,Patek Water,Future & Young Thug Featuring Offset,50,97,4,100,-3,
2017-12-02,Rap Saved Me,"21 Savage, Offset & Metro Boomin Featuring Quavo",64,64,3,88,-24,
2017-12-02,Smooth,Florida Georgia Line,89,91,7,92,-1,
2017-12-02,Something Just Like This,The Chainsmokers & Coldplay,3,42,39,49,-7,
2017-12-02,The Plan,G-Eazy,96,0,1,96,New,
2017-12-02,What Ifs,Kane Brown Featuring Lauren Alaina,26,39,23,43,-4,
2017-12-02,XO TOUR Llif3,Lil Uzi Vert,7,45,34,48,-3,
2017-11-25,Body Like A Back Road,Sam Hunt,6,49,41,49,0,
2017-11-25,Mad Stalkers,"21 Savage, Offset & Metro Boomin",99,0,1,99,New,
2017-11-25,My Choppa Hate N****s,21 Savage & Metro Boomin,73,94,2,73,21,
2017-11-25,Nightmare,Offset & Metro Boomin,100,0,1,100,New,
2017-11-25,Pray,Sam Smith Featuring Logic,55,0,2,82,Re-Entry,
2017-11-25,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,2,38,21,48,-10,
2017-11-18,All The Pretty Girls,Kenny Chesney,63,87,14,97,-10,
2017-11-18,B.E.D.,Jacquees,69,97,13,93,4,
2017-11-18,Heartache On The Dance Floor,Jon Pardi,47,95,18,92,3,
2017-11-18,High End,Chris Brown Featuring Future & Young Thug,82,0,2,100,Re-Entry,
2017-11-18,Location,Khalid,16,43,43,48,-5,
2017-11-18,More Girls Like You,Kip Moore,66,89,12,99,-10,
2017-11-18,Too Hotty,"Quavo, Takeoff & Offset",91,99,4,96,3,
2017-11-11,4 Da Gang,Future,92,0,1,92,New,
2017-11-11,All Da Smoke,Future & Young Thug,77,0,1,77,New,
2017-11-11,Bedroom Floor,Liam Payne,98,0,1,98,New,
2017-11-11,Butterfly Effect,Travis Scott,51,51,22,53,-2,
2017-11-11,Escapate Conmigo,Wisin Featuring Ozuna,63,72,20,76,-4,
2017-11-11,Feed Me Dope,Future,68,0,1,68,New,
2017-11-11,Friends,Justin Bieber + BloodPop,20,88,10,94,-6,
2017-11-11,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",44,68,20,79,-11,
2017-11-11,Love Galore,SZA Featuring Travis Scott,32,41,20,48,-7,
2017-11-11,No Cap,Future & Young Thug,62,0,1,62,New,
2017-11-11,Three,Future & Young Thug,100,0,1,100,New,
2017-11-04,Curve,Gucci Mane Featuring The Weeknd,67,0,3,71,Re-Entry,
2017-11-04,Do I Make You Wanna,Billy Currington,47,100,19,100,0,
2017-11-04,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",20,78,18,94,-16,
2017-11-04,No Promises,Cheat Codes Featuring Demi Lovato,38,43,23,49,-6,
2017-11-04,Say You Won't Let Go,James Arthur,11,42,52,46,-4,
2017-11-04,Small Town Boy,Dustin Lynch,36,50,20,53,-3,
2017-11-04,Stunting Ain't Nuthin,Gucci Mane Featuring Slim Jxmmi & Young Dolph,95,0,1,95,New,
2017-11-04,They Don't Know,Jason Aldean,67,79,12,99,-20,
2017-10-28,Almost Like Praying,Lin-Manuel Miranda Featuring Artists For Puerto Rico,20,0,1,20,Hot Shot Debut,
2017-10-28,Dear Hate,Maren Morris Featuring Vince Gill,91,0,1,91,New,
2017-10-28,DNA,BTS,67,87,4,98,-11,
2017-10-28,Loyalty.,Kendrick Lamar Featuring Rihanna,14,44,26,48,-4,
2017-10-28,No Promises,A Boogie Wit da Hoodie,74,74,2,93,-19,
2017-10-28,Say A',A Boogie Wit da Hoodie,75,75,2,94,-19,
2017-10-21,Beast Mode,A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again,86,0,1,86,New,
2017-10-21,Hi Bich,Bhad Bhabie,68,0,1,68,Hot Shot Debut,
2017-10-21,It Ain't My Fault,Brothers Osborne,79,89,16,88,1,
2017-10-21,No Such Thing As A Broken Heart,Old Dominion,46,85,19,92,-7,
2017-10-21,Redbone,Childish Gambino,12,43,44,50,-7,
2017-10-21,Undefeated,A Boogie Wit da Hoodie Featuring 21 Savage,84,0,1,84,New,
2017-10-21,Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,51,90,13,100,-10,
2017-10-14,Back To You,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,40,78,10,88,-10,
2017-10-14,Felices Los 4,Maluma,48,72,20,80,-8,
2017-10-14,Fetish,Selena Gomez Featuring Gucci Mane,27,87,12,96,-9,
2017-10-14,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",1,39,22,42,-3,
2017-10-14,Stay,Zedd & Alessia Cara,7,42,31,47,-5,
2017-10-14,Wish I Knew You,The Revivalists,84,99,9,99,0,
2017-10-07,Drinkin' Problem,Midland,45,84,20,93,-9,
2017-10-07,Everybody Dies In Their Nightmares,XXXTENTACION,54,79,4,96,-17,
2017-10-07,Homemade Dynamite,"Lorde Featuring Khalid, Post Malone & SZA",92,0,1,92,New,
2017-10-07,Mask Off,Future,5,46,31,48,-2,
2017-10-07,No Complaints,Metro Boomin Featuring Offset & Drake,71,97,5,100,-3,
2017-10-07,These Heaux,Bhad Bhabie,77,87,3,98,-11,
2017-09-30,444+222,Lil Uzi Vert,60,79,3,100,-21,
2017-09-30,Found You,Kane Brown,80,0,1,80,New,
2017-09-30,Magnolia,Playboi Carti,29,60,20,63,-3,
2017-09-30,Swish Swish,Katy Perry Featuring Nicki Minaj,46,55,10,92,-37,
2017-09-30,Versace On The Floor,Bruno Mars,33,71,14,83,-12,
2017-09-23,Dark Queen,Lil Uzi Vert,91,92,2,91,1,
2017-09-23,Most Girls,Hailee Steinfeld,58,87,16,88,-1,
2017-09-23,My Girl,Dylan Scott,39,88,20,87,1,
2017-09-23,Neon Guts,Lil Uzi Vert Featuring Pharrell Williams,79,79,2,94,-15,
2017-09-23,No Fear,DeJ Loaf,100,0,1,100,New,
2017-09-23,Reminder,The Weeknd,31,0,17,99,Re-Entry,
2017-09-23,Revenge,XXXTENTACION,77,77,2,96,-19,
2017-09-23,Somebody Else Will,Justin Moore,59,0,13,98,Re-Entry,
2017-09-23,X,Lil Uzi Vert,81,81,2,93,-12,
2017-09-16,Carry On,XXXTENTACION,95,0,1,95,New,
2017-09-16,Depression & Obsession,XXXTENTACION,91,0,1,91,New,
2017-09-16,DNA.,Kendrick Lamar,4,65,20,63,2,
2017-09-16,Down,Fifth Harmony Featuring Gucci Mane,42,0,10,99,Re-Entry,
2017-09-16,For Real,Lil Uzi Vert,82,0,1,82,New,
2017-09-16,It Ain't Me,Kygo x Selena Gomez,10,37,29,44,-7,
2017-09-16,No Sleep Leak,Lil Uzi Vert,90,0,1,90,New,
2017-09-16,Save Me,XXXTENTACION,94,0,1,94,New,
2017-09-16,Two,Lil Uzi Vert,80,0,1,80,New,
2017-09-16,UnFazed,Lil Uzi Vert Featuring The Weeknd,84,0,1,84,New,
2017-09-09,2U,David Guetta Featuring Justin Bieber,16,64,11,73,-9,
2017-09-09,4:00 AM,2 Chainz Featuring Travis Scott,55,90,12,95,-5,
2017-09-09,Castle On The Hill,Ed Sheeran,6,39,33,48,-9,
2017-09-09,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,38,41,21,46,-5,
2017-09-09,Everyday We Lit,YFN Lucci Featuring PnB Rock,33,40,20,43,-3,
2017-09-09,Flatliner,Cole Swindell,56,74,18,88,-14,
2017-09-09,For Her,Chris Lane,92,94,4,92,2,
2017-09-09,Honest,The Chainsmokers,77,77,4,81,-4,
2017-09-09,Its Every Night Sis,RiceGum Featuring Alissa Violet,80,0,1,80,New,
2017-09-09,Know No Better,"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo",87,0,3,99,Re-Entry,
2017-09-09,Now Or Never,Halsey,17,32,20,40,-8,
2017-09-09,Patty Cake,Kodak Black,76,86,3,93,-7,
2017-09-09,Perplexing Pegasus,Rae Sremmurd,84,93,3,91,2,
2017-09-09,Privacy,Chris Brown,62,91,17,97,-6,
2017-09-09,Untouchable,YoungBoy Never Broke Again,95,95,2,96,-1,
2017-09-09,You Look Good,Lady Antebellum,59,65,20,62,3,
2017-09-09,Younger Now,Miley Cyrus,79,0,1,79,New,
2017-09-02,Bad Liar,Selena Gomez,20,74,14,83,-9,
2017-09-02,Craving You,Thomas Rhett Featuring Maren Morris,39,63,20,60,3,
2017-09-02,El Amante,Nicky Jam,92,100,15,99,1,
2017-09-02,First Day Out,Tee Grizzley,48,78,20,84,-6,
2017-09-02,In Case You Didn't Know,Brett Young,19,41,28,45,-4,
2017-09-02,It's Goin' Down,Descendants 2 Cast,77,96,4,96,0,
2017-09-02,Malibu,Miley Cyrus,10,73,15,78,-5,
2017-09-02,Slippery,Migos Featuring Gucci Mane,29,37,21,46,-9,
2017-09-02,Something New,Wiz Khalifa Featuring Ty Dolla $ign,92,0,1,92,New,
2017-09-02,Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert,76,0,10,100,Re-Entry,
2017-08-26,Chillin' Like A Villain,"Sofia Carson, Cameron Boyce, Booboo Stewart & Mitchell Hope",95,0,1,95,New,
2017-08-26,Issues,Julia Michaels,11,39,29,44,-5,
2017-08-26,OMG,Camila Cabello Featuring Quavo,81,0,1,81,New,
2017-08-26,What's My Name,"China Anne McClain, Thomas Doherty & Dylan Playfair",61,84,3,85,-1,
2017-08-26,You Da Baddest,Future Featuring Nicki Minaj,38,38,2,87,-49,
2017-08-19,"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,46,89,19,95,-6,
2017-08-19,Heavy,Linkin Park Featuring Kiiara,45,45,19,96,-51,
2017-08-19,Learn To Let Go,Kesha,97,0,1,97,New,
2017-08-19,Passionfruit,Drake,8,80,20,81,-1,
2017-08-19,Rolex,Ayo & Teo,20,50,25,49,1,
2017-08-19,Signs,Drake,36,98,6,100,-2,
2017-08-19,Subeme La Radio,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",81,92,9,91,1,
2017-08-19,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,29,86,20,82,4,
2017-08-12,1942 Flows,Meek Mill,83,0,1,83,New,
2017-08-12,Closer,The Chainsmokers Featuring Halsey,1,36,52,39,-3,
2017-08-12,F**k That Check Up,Meek Mill Featuring Lil Uzi Vert,97,0,1,97,New,
2017-08-12,Heavy Heart,Meek Mill,99,0,1,99,New,
2017-08-12,Imitadora,Romeo Santos,91,0,1,91,New,
2017-08-12,In The End,Linkin Park,2,0,39,37,Re-Entry,
2017-08-12,Issues,Meek Mill,77,0,1,77,New,
2017-08-12,Numb,Linkin Park,11,0,33,34,Re-Entry,
2017-08-12,The Fighter,Keith Urban Featuring Carrie Underwood,38,0,23,47,Re-Entry,
2017-08-12,The Story Of O.J.,JAY-Z,23,72,3,95,-23,
2017-08-12,We Ball,Meek Mill Featuring Young Thug,96,0,1,96,New,
2017-08-12,Wins & Losses,Meek Mill,79,0,1,79,New,
2017-08-12,Yours If You Want It,Rascal Flatts,71,71,10,87,-16,
2017-08-05,24K Magic,Bruno Mars,4,48,41,50,-2,
2017-08-05,04:44,JAY-Z,35,35,2,61,-26,
2017-08-05,A Lie,French Montana Featuring The Weeknd & Max B,75,0,1,75,Hot Shot Debut,
2017-08-05,Bad And Boujee,Migos Featuring Lil Uzi Vert,1,43,36,45,-2,
2017-08-05,Crying In The Club,Camila Cabello,47,71,9,73,-2,
2017-08-05,Element.,Kendrick Lamar,16,100,11,98,2,
2017-08-05,Every Time I Hear That Song,Blake Shelton,56,79,11,85,-6,
2017-08-05,iSpy,KYLE Featuring Lil Yachty,4,39,30,46,-7,
2017-08-05,Jerika,Jake Paul & Erika Costell Featuring Uncle Kade,86,0,1,86,New,
2017-08-05,Rollin,Calvin Harris Featuring Future & Khalid,62,0,4,97,Re-Entry,
2017-08-05,The Cure,Lady Gaga,39,84,14,87,-3,
2017-08-05,Weak,AJR,73,95,11,93,2,
2017-08-05,Woman,Kesha Featuring The Dap-Kings Horns,96,0,1,96,New,
2017-07-29,Bam,"JAY-Z Featuring Damian ""Jr. Gong"" Marely",47,0,1,47,New,
2017-07-29,Caught Their Eyes,JAY-Z Featuring Frank Ocean,63,0,1,63,New,
2017-07-29,Family Feud,JAY-Z Featuring Beyonce,51,0,1,51,New,
2017-07-29,Famous,21 Savage,94,0,1,94,New,
2017-07-29,Get Low,Zedd & Liam Payne,91,0,1,91,New,
2017-07-29,Hurricane,Luke Combs,31,46,22,50,-4,
2017-07-29,Kill Jay Z,JAY-Z,55,0,1,55,New,
2017-07-29,Marcy Me,JAY-Z,90,0,1,90,New,
2017-07-29,Moonlight,JAY-Z,86,0,1,86,New,
2017-07-29,Slide,Calvin Harris Featuring Frank Ocean & Migos,25,32,20,45,-13,
2017-07-29,Smile,JAY-Z Featuring Gloria Carter,56,0,1,56,New,
2017-07-22,Extra Luv,Future Featuring YG,99,0,1,99,New,
2017-07-22,Goosebumps,Travis Scott,32,42,34,47,-5,
2017-07-22,How Not To,Dan + Shay,57,80,14,100,-20,
2017-07-22,Losin Control,Russ,62,92,19,95,-3,
2017-07-22,Portland,Drake Featuring Quavo & Travis Scott,9,79,16,90,-11,
2017-07-22,Sign Of The Times,Harry Styles,4,58,13,73,-15,
2017-07-22,T-Shirt,Migos,19,49,25,48,1,
2017-07-22,Tunnel Vision,Kodak Black,6,51,20,55,-4,
2017-07-22,Who Dat Boy,"Tyler, The Creator",87,0,1,87,New,
2017-07-15,Cold,Maroon 5 Featuring Future,16,71,20,91,-20,
2017-07-15,Don't Quit,DJ Khaled & Calvin Harris Featuring Travis Scott & Jeremih,68,0,1,68,New,
2017-07-15,Good Drank,2 Chainz x Gucci Mane x Quavo,70,70,16,97,-27,
2017-07-15,If I Told You,Darius Rucker,53,76,11,83,-7,
2017-07-15,On Everything,"DJ Khaled Featuring Travis Scott, Rick Ross & Big Sean",88,0,1,88,New,
2017-07-15,Shining,DJ Khaled Featuring Beyonce & JAY Z,57,0,14,98,Re-Entry,
2017-07-15,To The Max,DJ Khaled Featuring Drake,53,78,4,73,5,
2017-07-08,First Day Out,Kodak Black,61,0,1,61,New,
2017-07-08,Look At Me!,XXXTENTACION,34,54,20,60,-6,
2017-07-08,My Old Man,Zac Brown Band,68,0,4,88,Re-Entry,
2017-07-08,Nobody Else But You,Trey Songz,92,92,3,97,-5,
2017-07-08,Real Hitta,Plies Featuring Kodak Black,100,0,1,100,New,
2017-07-08,Scars To Your Beautiful,Alessia Cara,8,49,43,45,4,
2017-07-01,Black,Dierks Bentley,56,71,19,86,-15,
2017-07-01,Bon Appetit,Katy Perry Featuring Migos,59,98,6,85,13,
2017-07-01,Gyalchester,Drake,29,91,11,98,-7,
2017-07-01,Hometown Girl,Josh Turner,56,90,16,96,-6,
2017-07-01,Swang,Rae Sremmurd,26,33,26,50,-17,
2017-06-24,Human,Rag'n'Bone Man,74,92,7,100,-8,
2017-06-24,Met Gala,Gucci Mane Featuring Offset,88,88,2,92,-4,
2017-06-24,Peek A Boo,Lil Yachty Featuring Migos,78,80,4,89,-9,
2017-06-24,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,9,43,27,49,-6,
2017-06-24,Scared To Be Lonely,Martin Garrix & Dua Lipa,76,84,14,95,-11,
2017-06-17,Don't Get Too High,Bryson Tiller,89,0,1,89,New,
2017-06-17,Me Enamore,Shakira,83,0,2,83,Re-Entry,
2017-06-17,No Longer Friends,Bryson Tiller,98,0,1,98,New,
2017-06-17,Paris,The Chainsmokers,6,53,20,46,7,
2017-06-17,Run Me Dry,Bryson Tiller,91,0,1,91,New,
2017-06-17,Self-Made,Bryson Tiller,85,0,1,85,New,
2017-06-17,Somethin Tells Me,Bryson Tiller,74,0,1,74,Hot Shot Debut,
2017-06-17,Strangers,Halsey Featuring Lauren Jauregui,100,0,1,100,New,
2017-06-17,There For You,Martin Garrix x Troye Sivan,94,0,1,94,New,
2017-06-10,Any Ol' Barstool,Jason Aldean,52,91,18,100,-9,
2017-06-10,At My Best,Machine Gun Kelly Featuring Hailee Steinfeld,60,72,8,87,-15,
2017-06-10,Boy,Lee Brice,94,0,1,94,New,
2017-06-10,Chained To The Rhythm,Katy Perry Featuring Skip Marley,4,88,15,86,2,
2017-06-10,Deja Vu,Lauren Duski,43,0,1,43,New,
2017-06-10,Either Way,Chris Stapleton,89,0,2,97,Re-Entry,
2017-06-10,Money On You,Chris Blue,66,0,1,66,New,
2017-06-10,The Dance,Lauren Duski,92,0,1,92,New,
2017-06-03,Both,Gucci Mane Featuring Drake,41,43,22,44,-1,
2017-06-03,Bounce Back,Big Sean,6,45,28,50,-5,
2017-06-03,Cake,Flo Rida & 99 Percent,73,84,6,96,-12,
2017-06-03,Ghost In This House,Lauren Duski,98,0,1,98,New,
2017-06-03,Good Life,G-Eazy & Kehlani,59,73,5,90,-17,
2017-06-03,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,2,46,23,48,-2,
2017-06-03,I Feel It Coming,The Weeknd Featuring Daft Punk,4,44,26,46,-2,
2017-06-03,Love On The Brain,Rihanna,5,39,31,43,-4,
2017-06-03,Prblms,6LACK,72,81,8,82,-1,
2017-06-03,The Weekend,Brantley Gilbert,64,68,20,69,-1,
2017-06-03,Yeah Boy,Kelsea Ballerini,65,66,13,84,-18,
2017-05-27,Down,Marian Hill,21,73,17,100,-27,
2017-05-27,Everybody,Logic,59,0,2,71,Re-Entry,
2017-05-27,Galway Girl,Ed Sheeran,53,0,5,94,Re-Entry,
2017-05-27,Moves,Big Sean,38,0,19,95,Re-Entry,
2017-05-27,The Night We Met,Lord Huron,84,86,4,91,-5,
2017-05-20,Call On Me,Starley,65,80,18,97,-17,
2017-05-20,Can't Stop The Feeling!,Justin Timberlake,1,38,52,39,-1,
2017-05-20,First Time,Kygo & Ellie Goulding,67,0,1,67,New,
2017-05-20,Party,Chris Brown Featuring Usher & Gucci Mane,40,76,20,80,-4,
2017-05-20,Selfish,Future Featuring Rihanna,37,98,10,95,3,
2017-05-20,Sweet Creature,Harry Styles,93,0,1,93,New,
2017-05-20,XXX.,Kendrick Lamar Featuring U2,33,56,3,79,-23,
2017-05-20,Yah.,Kendrick Lamar,32,65,3,89,-24,
2017-05-20,You're Welcome,Dwayne Johnson,65,0,13,99,Re-Entry,
2017-05-13,Deja Vu,J. Cole,7,89,20,100,-11,
2017-05-13,Fear.,Kendrick Lamar,50,50,2,91,-41,
2017-05-13,Feel.,Kendrick Lamar,35,35,2,69,-34,
2017-05-13,God.,Kendrick Lamar,58,58,2,96,-38,
2017-05-13,Green Light,Lorde,19,74,9,86,-12,
2017-05-13,Hard Times,Paramore,90,0,1,90,New,
2017-05-13,How Far I'll Go,Auli'i Cravalho,41,65,20,89,-24,
2017-05-13,Lust For Life,Lana Del Rey Featuring The Weeknd,64,0,1,64,New,
2017-05-13,Lust.,Kendrick Lamar,42,42,2,75,-33,
2017-05-13,Mercy,Shawn Mendes,15,49,32,48,1,
2017-05-13,No Frauds,"Nicki Minaj, Drake & Lil Wayne",14,80,7,95,-15,
2017-05-13,Pride.,Kendrick Lamar,37,37,2,71,-34,
2017-05-13,Still Got Time,Zayn Featuring PARTYNEXTDOOR,66,0,3,81,Re-Entry,
2017-05-06,Black SpiderMan,Logic Featuring Damian Lemar Hudson,87,0,1,87,New,
2017-05-06,Blood.,Kendrick Lamar,54,0,1,54,New,
2017-05-06,Dirt On My Boots,Jon Pardi,37,45,20,62,-17,
2017-05-06,Duckworth.,Kendrick Lamar,63,0,1,63,New,
2017-05-06,Fast,Luke Bryan,58,66,13,85,-19,
2017-04-29,Bar At The End Of The World,Kenny Chesney,92,0,1,92,New,
2017-04-29,Blem,Drake,38,78,4,84,-6,
2017-04-29,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,6,45,27,46,-1,
2017-04-29,Draco,Future,46,87,8,83,4,
2017-04-29,Fake Love,Drake,8,31,25,38,-7,
2017-04-29,Free Smoke,Drake,18,68,4,72,-4,
2017-04-29,How Far I'll Go,Alessia Cara,56,92,19,98,-6,
2017-04-29,Play That Song,Train,41,72,20,70,2,
2017-04-29,Road Less Traveled,Lauren Alaina,67,67,12,77,-10,
2017-04-29,Starboy,The Weeknd Featuring Daft Punk,1,37,30,39,-2,
2017-04-29,Teenage Fever,Drake,35,83,4,91,-8,
2017-04-29,The One,The Chainsmokers,78,91,2,78,13,
2017-04-29,Think A Little Less,Michael Ray,54,86,16,90,-4,
2017-04-22,Bad Things,Machine Gun Kelly x Camila Cabello,4,39,23,50,-11,
2017-04-22,Conscience,Kodak Black Featuring Future,93,0,1,93,New,
2017-04-22,Heatstroke,"Calvin Harris Featuring Young Thug, Pharrell Williams & Ariana Grande",96,0,1,96,New,
2017-04-22,Million Reasons,Lady Gaga,4,37,20,41,-4,
2017-04-22,Sacrifices,Drake Featuring 2 Chainz & Young Thug,36,56,3,89,-33,
2017-04-22,Speak To A Girl,Tim McGraw & Faith Hill,61,61,2,70,-9,
2017-04-22,The Heart Part 4,Kendrick Lamar,22,22,2,85,-63,
2017-04-22,Tin Man,Miranda Lambert,75,0,1,75,New,
2017-04-22,Water Under The Bridge,Adele,26,46,22,47,-1,
2017-04-15,4422,Drake Featuring Sampha,50,50,2,82,-32,
2017-04-15,Can't Have Everything,Drake,82,82,2,97,-15,
2017-04-15,Do Not Disturb,Drake,60,60,2,86,-26,
2017-04-15,Everyday,Ariana Grande Featuring Future,55,75,7,94,-19,
2017-04-15,Get It Together,Drake Featuring Jorja Smith & Black Coffee,45,45,2,68,-23,
2017-04-15,Glow,Drake Featuring Kanye West,54,54,2,89,-35,
2017-04-15,Ice Melts,Drake Featuring Young Thug,62,62,2,85,-23,
2017-04-15,Jorja Interlude,Drake,49,49,2,83,-34,
2017-04-15,KMT,Drake Featuring Giggs,48,48,2,79,-31,
2017-04-15,Madiba Riddim,Drake,51,51,2,84,-33,
2017-04-15,No Long Talk,Drake Featuring Giggs,40,40,2,76,-36,
2017-04-15,Nothings Into Somethings,Drake,61,61,2,99,-38,
2017-04-15,Party Monster,The Weeknd,16,99,19,98,1,
2017-04-08,Kill A Word,Eric Church Featuring Rhiannon Giddens,71,83,15,96,-13,
2017-04-08,Let Me Love You,DJ Snake Featuring Justin Bieber,4,41,33,47,-6,
2017-04-08,Lose You,Drake,64,0,1,64,New,
2017-04-08,Make Me (Cry),Noah Cyrus Featuring Labrinth,46,47,15,73,-26,
2017-04-08,Since Way Back,Drake Featuring PARTYNEXTDOOR,70,0,1,70,New,
2017-04-08,Skepta Interlude,Drake,76,0,1,76,New,
2017-04-08,Trap Trap Trap,Rick Ross Featuring Young Thug & Wale,97,0,1,97,New,
2017-04-01,Better Man,Little Big Town,34,55,20,62,-7,
2017-04-01,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1,35,27,40,-5,
2017-04-01,Caroline,Amine,11,47,28,49,-2,
2017-04-01,Chanel,Frank Ocean,72,0,1,72,New,
2017-04-01,Changed It,Nicki Minaj & Lil Wayne,71,0,1,71,New,
2017-04-01,Chantaje,Shakira Featuring Maluma,51,97,18,97,0,
2017-04-01,Comin Out Strong,Future Featuring The Weeknd,48,81,3,96,-15,
2017-04-01,Dive,Ed Sheeran,49,49,2,85,-36,
2017-04-01,Happier,Ed Sheeran,59,59,2,94,-35,
2017-04-01,Heathens,twenty one pilots,2,44,39,45,-1,
2017-04-01,I Got You,Bebe Rexha,43,67,11,82,-15,
2017-04-01,Liability,Lorde,78,0,1,78,New,
2017-04-01,Regret In Your Tears,Nicki Minaj,61,0,1,61,New,
2017-04-01,Selfish,PnB Rock,51,94,19,90,4,
2017-04-01,Sober Saturday Night,Chris Young Featuring Vince Gill,47,82,11,86,-4,
2017-04-01,Today,Brad Paisley,67,74,11,89,-15,
2017-03-25,A Guy With A Girl,Blake Shelton,42,91,17,100,-9,
2017-03-25,All Time Low,Jon Bellion,16,33,22,45,-12,
2017-03-25,Barcelona,Ed Sheeran,96,0,1,96,New,
2017-03-25,Eraser,Ed Sheeran,90,0,1,90,New,
2017-03-25,Hearts Don't Break Around Here,Ed Sheeran,93,0,1,93,New,
2017-03-25,How Would You Feel (Paean),Ed Sheeran,41,0,2,84,Re-Entry,
2017-03-25,New Man,Ed Sheeran,72,0,1,72,New,
2017-03-25,Side To Side,Ariana Grande Featuring Nicki Minaj,4,39,28,50,-11,
2017-03-25,Star Of The Show,Thomas Rhett,45,87,19,99,-12,
2017-03-25,Supermarket Flowers,Ed Sheeran,75,0,1,75,New,
2017-03-25,Used To This,Future Featuring Drake,14,76,18,91,-15,
2017-03-25,What Do I Know?,Ed Sheeran,83,0,1,83,New,
2017-03-18,Cash Me Outside (#CashMeOutside),DJ Suede The Remix God,72,96,3,72,24,
2017-03-18,Love,Lana Del Rey,44,44,2,73,-29,
2017-03-18,Love Me Now,John Legend,23,69,19,88,-19,
2017-03-18,Make Love,Gucci Mane & Nicki Minaj,78,0,1,78,New,
2017-03-18,No Heart,21 Savage & Metro Boomin,43,85,19,77,8,
