Position,Track Name,Artist,Streams
163,Say You Won't Let Go,James Arthur,239239
164,White Christmas (Duet With Shania Twain),Michael Bublé,238223
165,Believe,Eminem,238117
166,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix,Lil Uzi Vert,237668
167,Sleigh Ride,Andy Williams,237143
168,The Man With The Bag,Kay Starr,236613
169,All I Want For Christmas (Is My Two Front Teeth) - 1990 - Remaster,Nat King Cole Trio,235888
170,Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,234729
171,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,234724
172,Silent Night,Carpenters,234034
173,Strip That Down,Liam Payne,232749
174,What Ifs,Kane Brown,230543
175,Look At Me!,XXXTENTACION,230404
176,Pills & Automobiles,Chris Brown,228093
177,Peepin out the Blinds,Gucci Mane,227724
178,Passionfruit,Drake,227655
179,La Modelo,Ozuna,226617
180,Crew,GoldLink,223191
181,No Role Modelz,J. Cole,221923
182,"Merry Christmas, Happy Holidays",*NSYNC,221713
183,wokeuplikethis*,Playboi Carti,221469
184,T-Shirt,Migos,220563
185,Wild Thoughts,DJ Khaled,220450
186,Underneath the Tree,Kelly Clarkson,219280
187,So Far Away,Martin Garrix,218796
188,Dominick The Donkey (The Italian Christmas Donkey) [With Joe Reisman's Orchestra and Chorus],Lou Monte,217701
189,Rich Ass Junkie,Gucci Mane,217466
190,The Happiest Christmas Tree,Nat King Cole,217318
191,Lemon,N.E.R.D,216139
192,do re mi,blackbear,215916
193,I'll Be Home For Christmas - Single Version,Bing Crosby,214482
194,Driving Home For Christmas,Chris Rea,214294
195,Fairytale of New York (feat. Kirsty MacColl),The Pogues,213699
196,KOODA,6ix9ine,213351
197,Starboy,The Weeknd,211497
198,Walk On Water (feat. Beyoncé),Eminem,208717
199,Pull Up N Wreck (& Metro Boomin),Big Sean,207852
200,Here We Come a-Caroling / We Wish You a Merry Christmas,Perry Como,206945
1,All I Want for Christmas Is You,Mariah Carey,1670708
2,rockstar,Post Malone,1390212
3,Rockin' Around The Christmas Tree - Single Version,Brenda Lee,1255348
4,Last Christmas,Wham!,1020740
5,It's the Most Wonderful Time of the Year,Andy Williams,980669
6,Jingle Bell Rock,Bobby Helms,954966
7,Gucci Gang,Lil Pump,904747
8,White Christmas,Bing Crosby,879549
9,Bartier Cardi (feat. 21 Savage),Cardi B,868048
10,A Holly Jolly Christmas - Single Version,Burl Ives,860645
11,I Fall Apart,Post Malone,842752
12,No Limit,G-Eazy,810421
13,Do They Know It's Christmas? - 1984 Version,Band Aid,804239
14,Christmas Time Is Here - Vocal,Vince Guaraldi Trio,791945
15,Ric Flair Drip (& Metro Boomin),Offset,788267
16,Let It Snow! Let It Snow! Let It Snow!,Frank Sinatra,787032
17,The Christmas Song (Merry Christmas To You),Nat King Cole,753811
18,Him & I (with Halsey),G-Eazy,730589
19,Candy Paint,Post Malone,704555
20,Blue Christmas,Elvis Presley,692947
21,Winter Wonderland,Bing Crosby,687222
22,Havana,Camila Cabello,676659
23,XO TOUR Llif3,Lil Uzi Vert,664285
24,Santa Tell Me,Ariana Grande,659554
25,It's Beginning To Look A Lot Like Christmas,Michael Bublé,655334
26,Bank Account,21 Savage,649046
27,River (feat. Ed Sheeran),Eminem,631748
28,MotorSport,Migos,612366
29,Feliz Navidad,José Feliciano,607890
30,Happy Xmas (War Is Over) - 2010 Digital Remaster,John Lennon,606394
31,Carol of the Bells,Mykola Dmytrovych Leontovych,604815
32,It's Beginning to Look a Lot Like Christmas,Perry Como,601044
33,Pick It Up (feat. A$AP Rocky),Famous Dex,593013
34,Too Good At Goodbyes,Sam Smith,587492
35,Mistletoe,Justin Bieber,579063
36,Let You Down,NF,572724
37,Run Rudolph Run - Single Version,Chuck Berry,572110
38,Congratulations,Post Malone,559095
39,Santa Baby,Eartha Kitt,557937
40,Modern Slavery,Huncho Jack,549924
41,Perfect,Ed Sheeran,546778
42,Saint,Huncho Jack,546348
43,Dubai Shit,Huncho Jack,544868
44,Plain Jane,A$AP Ferg,532682
45,Codeine Dreaming (feat. Lil Wayne),Kodak Black,532096
46,"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording",Judy Garland,530018
47,Bodak Yellow,Cardi B,529318
48,1-800-273-8255,Logic,528498
49,Rudolph The Red-Nosed Reindeer,Burl Ives,517249
50,LOVE. FEAT. ZACARI.,Kendrick Lamar,516942
51,Wonderful Christmastime - Remastered 2011 / Edited Version,Paul McCartney,516598
52,HUMBLE.,Kendrick Lamar,516417
53,Black & Chinese,Huncho Jack,514647
54,Young Dumb & Broke,Khalid,499447
55,Sky Walker,Miguel,490176
56,Wanted You (feat. Lil Uzi Vert),NAV,489772
57,Holly Jolly Christmas,Michael Bublé,488807
58,I Get The Bag (feat. Migos),Gucci Mane,487181
59,Wolves,Selena Gomez,487172
60,Eye 2 Eye,Huncho Jack,484449
61,Little Saint Nick,The Beach Boys,482184
62,New Rules,Dua Lipa,480511
63,Silver Bells,Dean Martin,467499
64,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,466525
65,Betrayed,Lil Xan,454683
66,Motorcycle Patches,Huncho Jack,447589
67,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,432512
68,Have Yourself A Merry Little Christmas,Sam Smith,428732
69,Bad At Love,Halsey,427875
70,Mistletoe And Holly - 1999 - Remaster,Frank Sinatra,426148
71,Do You Hear What I Hear?,Bing Crosby,423567
72,Silence,Marshmello,422221
73,Mele Kalikimaka - Single Version,Bing Crosby,420423
74,Joy To The World,Nat King Cole,417217
75,Butterfly Effect,Travis Scott,411927
76,Huncho Jack,Huncho Jack,407806
77,"Baby, It's Cold Outside",Dean Martin,406589
78,The First Noel - 1999 - Remaster,Frank Sinatra,406146
79,Roll In Peace (feat. XXXTENTACION),Kodak Black,405706
80,End Game,Taylor Swift,403042
81,"You're A Mean One, Mr. Grinch - From Dr. Seuss' 'How The Grinch Stole Christmas'",Thurl Ravenscroft,402579
82,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,401062
83,Jocelyn Flores,XXXTENTACION,398730
84,Sleigh Ride,Carpenters,397324
85,goosebumps,Travis Scott,395582
86,What Lovers Do (feat. SZA),Maroon 5,394430
87,Hallelujah,Pentatonix,391433
88,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,387568
89,Rubbin Off The Paint,YBN Nahmir,385171
90,Location,Khalid,383601
91,Rockin' Around The Christmas Tree - Recorded at Spotify Studios NYC,Miley Cyrus,377056
92,Fuck Love (feat. Trippie Redd),XXXTENTACION,375665
93,Santa Claus Is Coming To Town,The Jackson 5,369222
94,Thunder,Imagine Dragons,368883
95,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,367437
96,Unforgettable,French Montana,362591
97,Slippery (feat. Gucci Mane),Migos,352799
98,Saint Laurent Mask,Huncho Jack,351262
99,Ghostface Killers,21 Savage,348466
100,The Little Drummer Boy,Bing Crosby,347747
101,Driving Home For Christmas,Chris Rea,346612
102,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,345485
103,Fairytale of New York (feat. Kirsty MacColl),The Pogues,338682
104,Sorry Not Sorry,Demi Lovato,337522
105,"Mary, Did You Know?",Pentatonix,332710
106,Merry Christmas Darling - Album Version/Remix,Carpenters,331631
107,GUMMO,6ix9ine,325784
108,Never Be the Same,Camila Cabello,323208
109,Jingle Bells (feat. The Puppini Sisters),Michael Bublé,323048
110,Tell Me You Love Me,Demi Lovato,322219
111,Stir Fry,Migos,320317
112,All I Want For Christmas (Is My Two Front Teeth) - 1990 - Remaster,Nat King Cole Trio,318332
113,Go,Huncho Jack,317729
114,White Christmas (Duet With Shania Twain),Michael Bublé,316609
115,Sleigh Ride,Andy Williams,316447
116,Silent Night,Carpenters,314331
117,Go Flex,Post Malone,311440
118,Moon Rock,Huncho Jack,310799
119,Santa's Coming For Us,Sia,310166
120,How U Feel,Huncho Jack,309320
121,Shape of You,Ed Sheeran,308038
122,The Man With The Bag,Kay Starr,307435
123,Where U From,Huncho Jack,305068
124,DNA.,Kendrick Lamar,300889
125,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,296931
126,Cold December Night,Michael Bublé,295677
127,Sober,G-Eazy,293960
128,"Merry Christmas, Happy Holidays",*NSYNC,291575
129,How Long,Charlie Puth,291116
130,I'll Be Home For Christmas - Single Version,Bing Crosby,287659
131,Rake It Up,Yo Gotti,287118
132,Mask Off,Future,285333
133,The Happiest Christmas Tree,Nat King Cole,284166
134,Dominick The Donkey (The Italian Christmas Donkey) [With Joe Reisman's Orchestra and Chorus],Lou Monte,282738
135,Underneath the Tree,Kelly Clarkson,282043
136,Redbone,Childish Gambino,280885
137,Believer,Imagine Dragons,278014
138,Christmas Lights,Coldplay,276644
139,Go Legend (& Metro Boomin),Big Sean,276117
140,Here We Come a-Caroling / We Wish You a Merry Christmas,Perry Como,274875
141,What Child Is This?/The Holly And The Ivy (Medley),Bing Crosby,272218
142,White Iverson,Post Malone,271720
143,Love Galore,SZA,268844
144,MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS,267772
145,Sauce It Up,Lil Uzi Vert,267000
146,Magnolia,Playboi Carti,266398
147,"Medley: Caroling, Caroling / The First Noel / Hark! The Herald Angels Sing / Silent Night",Perry Como,265299
148,Hark! The Herald Angels Sing/It Came Upon A Midnight Clear (Medley) - 24-Bit Digitally Remastered 99,Bing Crosby,265185
149,I'll Be Home For Christmas - Recorded at Spotify Studios NYC,Demi Lovato,263100
150,My Only Wish (This Year),Britney Spears,262628
151,All I Want For Christmas Is You,Michael Bublé,261131
152,God Rest Ye Merry Gentlemen - Single Version,Bing Crosby,259984
153,O Christmas Tree,Tony Bennett,256034
154,Feel It Still,Portugal. The Man,255574
155,Échame La Culpa,Luis Fonsi,255461
156,Mi Gente,J Balvin,255363
157,"River - Recorded At RAK Studios, London",Sam Smith,254797
158,The Weekend,SZA,254060
159,Twelve Days Of Christmas - Single Version,Bing Crosby,252064
160,Losin Control,Russ,251307
161,Plain Jane REMIX,A$AP Ferg,251076
162,Relationship (feat. Future),Young Thug,250736
163,Despacito - Remix,Luis Fonsi,250392
164,We Wish You A Merry Christmas,John Denver,250241
165,The Race,Tay-K,246361
166,I'll Be Home,Meghan Trainor,245684
167,iSpy (feat. Lil Yachty),KYLE,245649
168,O Little Town of Bethlehem,Elvis Presley,245641
169,New Freezer (feat. Kendrick Lamar),Rich The Kid,245579
170,Transportin',Kodak Black,244274
171,Ice Tray,Quality Control,243185
172,The Christmas Waltz,Peggy Lee,242694
173,Body Like A Back Road,Sam Hunt,242255
174,Sleigh Ride,The Ronettes,242001
175,Real Friends,Camila Cabello,241745
176,Bad and Boujee (feat. Lil Uzi Vert),Migos,241597
177,Christmas Time,The Platters,240265
178,O Tannenbaum,Nat King Cole,240043
179,Sensualidad,Bad Bunny,239629
180,Attention,Charlie Puth,238789
181,Santa Claus Is Comin' to Town - Single Version,Bruce Springsteen,236690
182,Everybody Dies In Their Nightmares,XXXTENTACION,235024
183,I Miss You (feat. Julia Michaels),Clean Bandit,232478
184,Tunnel Vision,Kodak Black,232281
185,Look What You Made Me Do,Taylor Swift,228826
186,I'm the One,DJ Khaled,228117
187,Delicate,Taylor Swift,228005
188,Let's Start The New Year Off Right,Bing Crosby,227933
189,Bounce Back,Big Sean,224751
190,Say You Won't Let Go,James Arthur,223926
191,It's A Vibe,2 Chainz,223334
192,That's What I Like,Bruno Mars,221039
193,Man's Not Hot,Big Shaq,220948
194,Look At Me!,XXXTENTACION,220465
195,Passionfruit,Drake,219424
196,Wait,Maroon 5,218519
197,Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,218033
198,Rudolph the Rednose Reindeer,DMX,216793
199,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,216659
200,Rudolph the Red-Nosed Reindeer,Gene Autry,216400
1,All I Want for Christmas Is You,Mariah Carey,2075827
2,Rockin' Around The Christmas Tree - Single Version,Brenda Lee,1638633
3,Jingle Bell Rock,Bobby Helms,1344745
4,Last Christmas,Wham!,1338226
5,It's the Most Wonderful Time of the Year,Andy Williams,1327102
6,Christmas Time Is Here - Vocal,Vince Guaraldi Trio,1314442
7,A Holly Jolly Christmas - Single Version,Burl Ives,1238100
8,White Christmas,Bing Crosby,1234622
9,Do They Know It's Christmas? - 1984 Version,Band Aid,1198454
10,rockstar,Post Malone,1176450
11,The Christmas Song (Merry Christmas To You),Nat King Cole,1165802
12,Let It Snow! Let It Snow! Let It Snow!,Frank Sinatra,1158727
13,Winter Wonderland,Bing Crosby,1048504
14,Blue Christmas,Elvis Presley,1031758
15,Feliz Navidad,José Feliciano,949326
16,Carol of the Bells,Mykola Dmytrovych Leontovych,932957
17,It's Beginning to Look a Lot Like Christmas,Perry Como,930081
18,Run Rudolph Run - Single Version,Chuck Berry,867729
19,"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording",Judy Garland,848672
20,Rudolph The Red-Nosed Reindeer,Burl Ives,843539
21,Happy Xmas (War Is Over) - 2010 Digital Remaster,John Lennon,820677
22,Santa Baby,Eartha Kitt,819870
23,Gucci Gang,Lil Pump,787271
24,Wonderful Christmastime - Remastered 2011 / Edited Version,Paul McCartney,782486
25,Silver Bells,Dean Martin,768979
26,It's Beginning To Look A Lot Like Christmas,Michael Bublé,748423
27,Little Saint Nick,The Beach Boys,741338
28,Joy To The World,Nat King Cole,717751
29,Do You Hear What I Hear?,Bing Crosby,713320
30,Mele Kalikimaka - Single Version,Bing Crosby,697813
31,The First Noel - 1999 - Remaster,Frank Sinatra,695171
32,Mistletoe And Holly - 1999 - Remaster,Frank Sinatra,692478
33,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,689630
34,I Fall Apart,Post Malone,682947
35,Santa Tell Me,Ariana Grande,675537
36,Sleigh Ride,Carpenters,674259
37,"You're A Mean One, Mr. Grinch - From Dr. Seuss' 'How The Grinch Stole Christmas'",Thurl Ravenscroft,669042
38,Bartier Cardi (feat. 21 Savage),Cardi B,655009
39,Ric Flair Drip (& Metro Boomin),Offset,627746
40,No Limit,G-Eazy,622953
41,"Baby, It's Cold Outside",Dean Martin,620263
42,The Little Drummer Boy,Bing Crosby,603558
43,Mistletoe,Justin Bieber,603536
44,Candy Paint,Post Malone,571437
45,Havana,Camila Cabello,569679
46,Bank Account,21 Savage,568861
47,XO TOUR Llif3,Lil Uzi Vert,568049
48,Merry Christmas Darling - Album Version/Remix,Carpenters,563619
49,Him & I (with Halsey),G-Eazy,551676
50,Sleigh Ride,Andy Williams,549908
51,Silent Night,Carpenters,549643
52,The Man With The Bag,Kay Starr,537069
53,All I Want For Christmas (Is My Two Front Teeth) - 1990 - Remaster,Nat King Cole Trio,530252
54,Holly Jolly Christmas,Michael Bublé,520217
55,The Happiest Christmas Tree,Nat King Cole,509904
56,MotorSport,Migos,504235
57,I'll Be Home For Christmas - Single Version,Bing Crosby,500079
58,Pick It Up (feat. A$AP Rocky),Famous Dex,490829
59,Too Good At Goodbyes,Sam Smith,489235
60,What Child Is This?/The Holly And The Ivy (Medley),Bing Crosby,486653
61,Here We Come a-Caroling / We Wish You a Merry Christmas,Perry Como,486568
62,Fairytale of New York (feat. Kirsty MacColl),The Pogues,482832
63,"Medley: Caroling, Caroling / The First Noel / Hark! The Herald Angels Sing / Silent Night",Perry Como,480914
64,Driving Home For Christmas,Chris Rea,479454
65,River (feat. Ed Sheeran),Eminem,474627
66,Dominick The Donkey (The Italian Christmas Donkey) [With Joe Reisman's Orchestra and Chorus],Lou Monte,471979
67,Congratulations,Post Malone,469815
68,O Christmas Tree,Tony Bennett,463274
69,Hark! The Herald Angels Sing/It Came Upon A Midnight Clear (Medley) - 24-Bit Digitally Remastered 99,Bing Crosby,463252
70,Perfect,Ed Sheeran,463187
71,Let You Down,NF,462083
72,God Rest Ye Merry Gentlemen - Single Version,Bing Crosby,461896
73,1-800-273-8255,Logic,449492
74,Santa Claus Is Coming To Town,The Jackson 5,442724
75,Have Yourself A Merry Little Christmas,Sam Smith,442578
76,The Christmas Waltz,Peggy Lee,442354
77,Christmas Time,The Platters,438370
78,Twelve Days Of Christmas - Single Version,Bing Crosby,437891
79,Codeine Dreaming (feat. Lil Wayne),Kodak Black,436909
80,We Wish You A Merry Christmas,John Denver,435600
81,LOVE. FEAT. ZACARI.,Kendrick Lamar,434875
82,O Little Town of Bethlehem,Elvis Presley,432852
83,Plain Jane,A$AP Ferg,431439
84,O Tannenbaum,Nat King Cole,431127
85,Hallelujah,Pentatonix,430777
86,Bodak Yellow,Cardi B,420108
87,HUMBLE.,Kendrick Lamar,416437
88,Young Dumb & Broke,Khalid,412644
89,Let's Start The New Year Off Right,Bing Crosby,410440
90,Rockin' Around The Christmas Tree - Recorded at Spotify Studios NYC,Miley Cyrus,409593
91,I Get The Bag (feat. Migos),Gucci Mane,407641
92,Saint,Huncho Jack,400025
93,Wanted You (feat. Lil Uzi Vert),NAV,399370
94,Wolves,Selena Gomez,391491
95,Betrayed,Lil Xan,390374
96,Dubai Shit,Huncho Jack,388441
97,Sky Walker,Miguel,388009
98,New Rules,Dua Lipa,384252
99,Jingle Bells (feat. The Puppini Sisters),Michael Bublé,370956
100,Modern Slavery,Huncho Jack,370822
101,"Mary, Did You Know?",Pentatonix,368875
102,White Christmas (Duet With Shania Twain),Michael Bublé,359984
103,Black & Chinese,Huncho Jack,359850
104,Roll In Peace (feat. XXXTENTACION),Kodak Black,353792
105,"Merry Christmas, Happy Holidays",*NSYNC,352265
106,Butterfly Effect,Travis Scott,350942
107,Jocelyn Flores,XXXTENTACION,349941
108,Rubbin Off The Paint,YBN Nahmir,347339
109,goosebumps,Travis Scott,339874
110,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,339668
111,Bad At Love,Halsey,339536
112,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,336092
113,Silence,Marshmello,335917
114,Underneath the Tree,Kelly Clarkson,333358
115,Fuck Love (feat. Trippie Redd),XXXTENTACION,331986
116,Location,Khalid,325192
117,Eye 2 Eye,Huncho Jack,314672
118,Thunder,Imagine Dragons,312600
119,What Lovers Do (feat. SZA),Maroon 5,310276
120,Santa Claus Is Comin' to Town - Single Version,Bruce Springsteen,307534
121,Cold December Night,Michael Bublé,306729
122,Santa's Coming For Us,Sia,305529
123,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,304314
124,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,303806
125,Jingle Bells - 1999 - Remaster,Frank Sinatra,301901
126,All I Want For Christmas Is You,Michael Bublé,300796
127,Slippery (feat. Gucci Mane),Migos,300067
128,Motorcycle Patches,Huncho Jack,299221
129,End Game,Taylor Swift,294885
130,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,294675
131,Unforgettable,French Montana,293192
132,Ghostface Killers,21 Savage,292157
133,Christmas Lights,Coldplay,287367
134,"River - Recorded At RAK Studios, London",Sam Smith,286062
135,Rudolph the Rednose Reindeer,DMX,284802
136,Linus And Lucy,Vince Guaraldi Trio,284504
137,GUMMO,6ix9ine,284498
138,Sleigh Ride,The Ronettes,284082
139,I'll Be Home For Christmas - Recorded at Spotify Studios NYC,Demi Lovato,282786
140,What Christmas Means To Me,Stevie Wonder,282408
141,My Only Wish (This Year),Britney Spears,279013
142,Santa Claus Is Coming To Town,Michael Bublé,271768
143,Huncho Jack,Huncho Jack,268823
144,Sorry Not Sorry,Demi Lovato,266644
145,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,265820
146,Go Flex,Post Malone,261355
147,Rudolph the Red-Nosed Reindeer,Gene Autry,255732
148,Tell Me You Love Me,Demi Lovato,254879
149,Shape of You,Ed Sheeran,253736
150,Never Be the Same,Camila Cabello,250622
151,I'll Be Home,Meghan Trainor,249101
152,Christmas (Baby Please Come Home),Michael Bublé,246564
153,Stir Fry,Migos,246499
154,Christmas (Baby Please Come Home),Darlene Love,245925
155,DNA.,Kendrick Lamar,244854
156,Believer,Imagine Dragons,242768
157,Have Yourself A Merry Little Christmas,Michael Bublé,242425
158,Mask Off,Future,238786
159,This Christmas,Chris Brown,238127
160,Sauce It Up,Lil Uzi Vert,237954
161,"Baby, It's Cold Outside (feat. Meghan Trainor)",Brett Eldredge,236709
162,How Long,Charlie Puth,235366
163,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,235048
164,Saint Laurent Mask,Huncho Jack,233914
165,Jingle Bell Rock (Glee Cast Version),Glee Cast,233765
166,Magnolia,Playboi Carti,231178
167,Redbone,Childish Gambino,230917
168,Rake It Up,Yo Gotti,229971
169,White Iverson,Post Malone,229779
170,"Can You See - Spotify Singles - Holiday, Recorded at Spotify Studios NYC",Fifth Harmony,229276
171,Christmas (Baby Please Come Home),Mariah Carey,228854
172,"O Come, All Ye Faithful",Pentatonix,228020
173,Sober,G-Eazy,227247
174,Go Legend (& Metro Boomin),Big Sean,224963
175,"White Christmas - Spotify Singles - Holiday, Recorded at Air Studios, London",George Ezra,223595
176,The Race,Tay-K,223298
177,Dance of the Sugar Plum Fairy,Pentatonix,221326
178,"Baby, It's Cold Outside (Glee Cast Version)",Glee Cast,221193
179,Ice Tray,Quality Control,220007
180,Love Galore,SZA,218125
181,MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS,217535
182,New Freezer (feat. Kendrick Lamar),Rich The Kid,214491
183,Relationship (feat. Future),Young Thug,214160
184,Christmas Eve - Recorded at Spotify Studios NYC,Kelly Clarkson,213432
185,Mi Gente,J Balvin,212751
186,Losin Control,Russ,211758
187,Jingle Bell Rock from Daryl,Daryl Hall & John Oates,211384
188,iSpy (feat. Lil Yachty),KYLE,211042
189,Transportin',Kodak Black,209614
190,Despacito - Remix,Luis Fonsi,209439
191,The Weekend,SZA,209081
192,O Tannenbaum,Vince Guaraldi Trio,208446
193,Have Yourself a Merry Little Christmas,Christina Aguilera,207635
194,Everybody Dies In Their Nightmares,XXXTENTACION,206946
195,Go,Huncho Jack,206175
196,How U Feel,Huncho Jack,205788
197,Moon Rock,Huncho Jack,204834
198,Feel It Still,Portugal. The Man,204563
199,Tunnel Vision,Kodak Black,204345
200,Step Into Christmas,Elton John,203971
1,rockstar,Post Malone,1346401
2,Gucci Gang,Lil Pump,848523
3,I Fall Apart,Post Malone,814008
4,Bartier Cardi (feat. 21 Savage),Cardi B,807779
5,No Limit,G-Eazy,732107
6,Ric Flair Drip (& Metro Boomin),Offset,731327
7,Him & I (with Halsey),G-Eazy,689756
8,Candy Paint,Post Malone,686492
9,Havana,Camila Cabello,676128
10,XO TOUR Llif3,Lil Uzi Vert,655294
11,Bank Account,21 Savage,639068
12,Too Good At Goodbyes,Sam Smith,601851
13,River (feat. Ed Sheeran),Eminem,590928
14,Let You Down,NF,572406
15,Perfect,Ed Sheeran,571378
16,Pick It Up (feat. A$AP Rocky),Famous Dex,565964
17,MotorSport,Migos,558509
18,Congratulations,Post Malone,553954
19,Codeine Dreaming (feat. Lil Wayne),Kodak Black,529027
20,1-800-273-8255,Logic,516041
21,HUMBLE.,Kendrick Lamar,512826
22,LOVE. FEAT. ZACARI.,Kendrick Lamar,505606
23,Plain Jane,A$AP Ferg,501128
24,Wolves,Selena Gomez,496893
25,Young Dumb & Broke,Khalid,482761
26,New Rules,Dua Lipa,478672
27,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,478004
28,Bodak Yellow,Cardi B,475886
29,Sky Walker,Miguel,467542
30,All I Want for Christmas Is You,Mariah Carey,465291
31,I Get The Bag (feat. Migos),Gucci Mane,461836
32,Wanted You (feat. Lil Uzi Vert),NAV,455402
33,Betrayed,Lil Xan,448985
34,Saint,Huncho Jack,440733
35,Bad At Love,Halsey,439875
36,Silence,Marshmello,439185
37,Dubai Shit,Huncho Jack,414094
38,End Game,Taylor Swift,414021
39,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,413879
40,Butterfly Effect,Travis Scott,411911
41,What Lovers Do (feat. SZA),Maroon 5,404076
42,goosebumps,Travis Scott,403857
43,Roll In Peace (feat. XXXTENTACION),Kodak Black,396587
44,Location,Khalid,395398
45,Modern Slavery,Huncho Jack,389687
46,Thunder,Imagine Dragons,387537
47,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,384764
48,Rubbin Off The Paint,YBN Nahmir,381038
49,Jocelyn Flores,XXXTENTACION,380179
50,Black & Chinese,Huncho Jack,378236
51,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,375649
52,Unforgettable,French Montana,373643
53,Tell Me You Love Me,Demi Lovato,364968
54,Fuck Love (feat. Trippie Redd),XXXTENTACION,358628
55,Never Be the Same,Camila Cabello,357641
56,Sorry Not Sorry,Demi Lovato,356969
57,Slippery (feat. Gucci Mane),Migos,353460
58,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,352254
59,Shape of You,Ed Sheeran,340554
60,Eye 2 Eye,Huncho Jack,339716
61,Ghostface Killers,21 Savage,335006
62,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,314936
63,Go Flex,Post Malone,314556
64,DNA.,Kendrick Lamar,312958
65,Motorcycle Patches,Huncho Jack,312349
66,Believer,Imagine Dragons,311454
67,Rockin' Around The Christmas Tree - Single Version,Brenda Lee,310710
68,Stir Fry,Migos,307057
69,GUMMO,6ix9ine,301198
70,How Long,Charlie Puth,300373
71,Sober,G-Eazy,300143
72,Last Christmas,Wham!,296612
73,Mask Off,Future,293745
74,MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS,287313
75,Body Like A Back Road,Sam Hunt,286047
76,Huncho Jack,Huncho Jack,281352
77,Redbone,Childish Gambino,279457
78,Rake It Up,Yo Gotti,271067
79,White Iverson,Post Malone,270530
80,Feel It Still,Portugal. The Man,269326
81,Real Friends,Camila Cabello,267839
82,Ice Tray,Quality Control,267416
83,It's the Most Wonderful Time of the Year,Andy Williams,265194
84,Go Legend (& Metro Boomin),Big Sean,264780
85,Love Galore,SZA,263149
86,Magnolia,Playboi Carti,263006
87,Despacito - Remix,Luis Fonsi,262976
88,Jingle Bell Rock,Bobby Helms,260854
89,Sauce It Up,Lil Uzi Vert,260150
90,iSpy (feat. Lil Yachty),KYLE,260105
91,Attention,Charlie Puth,259489
92,Look What You Made Me Do,Taylor Swift,256383
93,I'm the One,DJ Khaled,253296
94,Say You Won't Let Go,James Arthur,252419
95,Christmas Time Is Here - Vocal,Vince Guaraldi Trio,250907
96,Relationship (feat. Future),Young Thug,250779
97,Losin Control,Russ,250393
98,New Freezer (feat. Kendrick Lamar),Rich The Kid,250222
99,I Miss You (feat. Julia Michaels),Clean Bandit,249588
100,The Weekend,SZA,248302
101,Échame La Culpa,Luis Fonsi,248266
102,Saint Laurent Mask,Huncho Jack,246835
103,What Ifs,Kane Brown,243829
104,Bad and Boujee (feat. Lil Uzi Vert),Migos,243376
105,The Race,Tay-K,239843
106,Transportin',Kodak Black,239821
107,White Christmas,Bing Crosby,239710
108,Delicate,Taylor Swift,238182
109,A Holly Jolly Christmas - Single Version,Burl Ives,237967
110,Mi Gente,J Balvin,237456
111,Tunnel Vision,Kodak Black,236981
112,That's What I Like,Bruno Mars,236882
113,Do They Know It's Christmas? - 1984 Version,Band Aid,235946
114,Plain Jane REMIX,A$AP Ferg,233255
115,Sensualidad,Bad Bunny,232789
116,Wait,Maroon 5,232394
117,...Ready For It?,Taylor Swift,231529
118,Bounce Back,Big Sean,231090
119,Strip That Down,Liam Payne,226030
120,Let It Snow! Let It Snow! Let It Snow!,Frank Sinatra,225925
121,The Christmas Song (Merry Christmas To You),Nat King Cole,225393
